brand,price,type,colour,msoffice,RAM,RAMtype,SSD,SSDCap,HDDCap,ProcessorBrand,ProcessorName,ProcessorVariant,ClockSpeed,GPU,GPUramtype,GPUramcap,OS,Touchscreen,Screensize,Screenreso,refreshrate,Bluetooth,Weight,BacklitKB,warranty
Apple,"₹2,49,900",Laptop,Space Black,No,18 GB,Unified Memory,Yes,512 GB,No,Apple,M3 Pro,,,NA,GDDR4,2 GB,macOS Sonoma,No,40.64 cm (16 Inch),3456 x 2234 Pixels,60,v5.3,2.14 Kg,Yes,1 Year Limited Warranty
HP,"₹90,500",2 in 1 Laptop,Pink,Yes,16 GB,DDR4,Yes,512 GB,No,Intel,Core i7,,,Intel Integrated,GDDR4,2 GB,Windows 11 Home,Yes,35.56 cm (14 inch),1920 x 1080 pixel,60,yes,,No,1 year Manufacturer
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,No,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
HP,"₹34,980",Thin and Light Laptop,Jet Black,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1115G4,Up to 4.1 GHz,Intel Integrated Iris Xe Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.2,1.69 Kg,No,1 Year Onsite Warranty
ASUS,"₹32,499",Laptop,Transparent Silver,Yes,8 GB,DDR4,Yes,256 GB,No,Intel,Core i3,1115G4,3.0 GHz with Turbo Frequency Upto 4.1 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 10 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60 Hz,v5.0,1.80 kg,No,1 Year Onsite Warranty
HP,"₹59,519",Thin and Light Laptop,Natural Silver,Yes,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 5 Hexa Core,5500U,2.1 GHz with Turbo Boost Upto 4 GHz,NVIDIA GeForce MX450,GDDR5,2 GB,Windows 10 Home,No,35.56 cm (14 inch),1920 x 1080 Pixel,60,v5.2,1.41 kg,Yes,1 Year Onsite Warranty
ASUS,"₹49,900",Gaming Laptop,Cool Silver,No,8 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 5 Hexa Core,5600HS,3.3GHz Upto max turbo frequency at 4.2 GHz,NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,1.80 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹66,990",Gaming Laptop,Quiet Blue,Yes,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 7 Octa Core,5800HS,3.2GHz upto max turbo frequency at 4.4 GHz,NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,1.80 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹49,990",Laptop,Cool Silver,Yes,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 5 Hexa Core,7530U,2.0 GHz upto max turbo frequency at 4.5 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,40.64 cm (16 Inch),1920 x 1200 Pixel,60,v5.0,1.88 Kg,Yes,1 Year Onsite Warranty
HP,"₹74,419",2 in 1 Laptop,Poseidon Blue,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1035G4,1.1 GHz with Turbo Boost Upto 3.7 GHz,Intel Integrated Iris Plus,GDDR4,2 GB,Windows 10 Pro,Yes,33.78 cm (13.3 inch),1920 x 1080 Pixel,60,v5.0,1.27 kg,Yes,1 Year Onsite Warranty
Lenovo,"₹59,190",Thin and Light Laptop,Cloud Grey,Yes,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 5 Hexa Core,7530U,"Base Frequency 2.0 GHz, Max Turbo Boost at 4.5 GHz",AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1200 Pixels,60,v5.1,1.46 kg,Yes,1 Year Carry-in Warranty
Lenovo,"₹4,49,990",Gaming Laptop,Carbon Black,Yes,32 GB,DDR5,Yes,2 TB,No,Intel,Core i9,13980HX,"Base Frequency 1.6 GHz, Max Turbo Boost at 4.0 GHz",NVIDIA GeForce RTX 4090,GDDR6,16 GB,Windows 11 Home,No,40.64 cm (16 inch),3200 x 2000 Pixels,60,v5.1,2.56 kg,Yes,1 Year Carry-in Warranty
ASUS,"₹59,990",Gaming Laptop,Quiet Blue,Yes,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 5 Hexa Core,5600HS,3.3GHz Upto max turbo frequency at 4.2 GHz,NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,1.80 Kg,Yes,1 Year Onsite Warranty
MSI,"₹1,83,990",Gaming Laptop,Black,No,16 GB,DDR5,Yes,1 TB,No,Intel,Core i9,13900H,Max Turbo Frequency up to 5.40 GHz,NVIDIA GeForce RTX 4070,GDDR6,8 GB,Windows 11 Home,No,43.94 cm (17.3 Inch),1920 x 1080 Pixel,240 Hz,v5.2,2.7 Kg,No,2 Year Carry-in Warranty
Lenovo,"₹69,990",Thin and Light Laptop,Silver,Yes,16 GB,LPDDR5,Yes,512 GB,No,Intel,Core i5,13500H,3.50 GHz to 4.70 GHz,Intel Integrated,LPDDR5,2 GB,Windows 11 Home,No,40.64 cm (16 inch),1920 x 1200$$Pixels pixel,60,5.1,,No,1 Year Onsite
Acer,"₹31,990",Laptop,Silver,No,8 GB,DDR5,Yes,512 GB,No,Intel,Core i3,,,Intel Integrated INTEL HD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920*1080 pixel,60,YES,,No,1 Year Warranty
Acer,"₹54,990",Gaming Laptop,Charcoal Black,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,12450H,3.30GHz Upto 4.40GHz,NVIDIA GeForce GTX 1650,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60 Hz,v5.1,2.1 Kg,Yes,One-year International Travelers Warranty
Acer,"₹27,990",Thin and Light Laptop,Pure Silver,No,8 GB,LPDDR5,Yes,256 GB,No,AMD,Ryzen 3 Quad Core,7320U,2.4 GHz upto max turbo frequency at 4.1 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,60,v5.1,1.78 Kg,No,1 Year Onsite Warranty
HP,"₹32,990",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,256 GB,No,Intel,Core i3,1125G4,2.00 GHz Upto 3.7 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.75 Kg,No,1 Year Onsite Warranty
Infinix,"₹27,990",Thin and Light Laptop,Starfall Grey,No,4 GB,LPDDR4X,Yes,128 GB,No,Intel,Celeron Quad Core,N5100,"Base Frequency 1.1 GHz, Max Turbo Frequency at 2.8 GHz",Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1080 Pixels,60,v5.1,1.24 kg,,1 Year Onsite Warranty
ASUS,"₹89,990",Gaming Laptop,Cool Silver,Yes,16 GB,DDR4,Yes,512 GB,No,Intel,Core i5,13500H,Max Turbo Frequency up to 4.7 GHz,NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,35.56 cm (14 Inch),2880 x 1800 Pixel,90 Hz,v5.0,1.40 Kg,Yes,1 Year Onsite Warranty
Acer,"₹77,790",Gaming Laptop,Shale Black,No,16 GB,DDR5,Yes,512 GB,No,Intel,Core i5,13420H,Max Turbo Frequency upto 4.6 GHz,NVIDIA GeForce RTX 4050,GDDR6,6 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,60,v5.1,2.1 Kg,No,1 Year International Travelers Warranty (ITW)
ASUS,"₹29,431",Chromebook,Dark Grey,No,4 GB,LPDDR4,No,No,No,Intel,Celeron Dual Core,N4020,1.1 GHz upto max turbo frequency at 2.8 Ghz,Intel Integrated UHD,GDDR4,2 GB,Chrome,Yes,29.46 cm (11.6 inch),1366 x 768 Pixel,60,v 5.1,1.20 Kg,No,1 Year Onsite Warranty
CHUWI,"₹16,990",Laptop,Grey,No,8 GB,DDR4,Yes,256 GB,No,Intel,Celeron Dual Core,N4020,2.6GHz,Intel Integrated Intel UHD Graphics,DDR4,2 GB,Windows 11 Home,No,35.81 cm (14.1 inch),1920 x 1080 pixel,60,4.2,1.39 kg,No,1 Year Onsite Warranty
Lenovo,"₹61,990",Thin and Light Laptop,Storm Grey,Yes,16 GB,DDR4,Yes,512 GB,No,Intel,Core i5,Integrated Intel Iris Xe Graphics,"2xP-core 1.3/ 4.4GHz, 8xE-core 0.9 / 3.3GHz",Intel Integrated Integrated Intel Iris Xe Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920x1080 pixel,60,Bluetooth,1.85 kg,Yes,1 Year Warranty
HP,"₹1,17,900",Gaming Laptop,Shadow Black,Yes,16 GB,DDR4,Yes,1 TB,No,Intel,Core i7,11800H,4.6,NVIDIA GeForce RTX RTX 3050Ti,GDDR6,4 GB,Windows 11 Home,No,40.89 cm (16.1 Inch),1920 x 1080 Pixels,60,v5.2,2.32 Kg,Yes,1 Year Onsite Warranty
DELL,"₹35,390",Thin and Light Laptop,Platinum Silver,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1115G4,4.1,Intel Integrated Intel UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920x 1080 pixel,60,v5.0,1.8 kg,No,1 Year Onsite Warranty
HP,"₹54,800",Thin and Light Laptop,Natural Silver,Yes,16 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1235U,Max Turbo Boost at 4.4 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1080 Pixels,60,v5.0,1.41 Kg kg,Yes,1 Year Onsite Warranty
CHUWI,"₹18,990",Laptop,Grey,No,8 GB,DDR4,Yes,256 GB,No,Intel,Celeron Dual Core,N4020,1.10 GHz Upto 2.80 GHz,Intel Integrated UHD,DDR5,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.2,1.74 kg,No,1 Year Onsite Warranty
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,No,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
ASUS,"₹42,550",Thin and Light Laptop,Transparent Silver,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1035G1,1.0 GHz upto max turbo frequency at 3.6 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v4.1,1.80 kg,No,1 Year Onsite Warranty
ASUS,"₹84,910",Gaming Laptop,Gray,Yes,16 GB,DDR4,Yes,1 TB,No,AMD,Ryzen 7 Quad Core,,,NVIDIA GeForce RTX RTX3050Ti- 4GB,DDR4,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60,YES,,No,1 year Domestic Warranty
CHUWI,"₹24,990",Laptop,Grey,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1005G1,1.2GHz,Intel Integrated Intel UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1200 pixel,60,5.2,1.40 kg,Yes,1 Year Onsite Warranty
Infinix,"₹49,990",Thin and Light Laptop,Blue,No,16 GB,LPDDR4X,Yes,1 TB,No,Intel,Core i7,1195G7,MaxTurbo Frequency up to 5.0GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.1,1.58 Kg,,1 Year Onsite Warranty
Lenovo,"₹25,990",Thin and Light Laptop,Cloud Grey,Yes,8 GB,DDR4,Yes,256 GB,No,Intel,Celeron Dual Core,N4020,Max Frequency Up to 2.8 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1280 * 720 Pixel,60,v5.0,1.7 Kg,No,1 Years On-Site Warranty
ASUS,"₹56,990",Gaming Laptop,Black,No,8 GB,DDR4,Yes,1 TB,No,Intel,Core i5,,,NVIDIA GeForce GTX GTX-1650,GDDR5,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,60,YES,,No,1 YEAR
Infinix,"₹39,990",Thin and Light Laptop,Grey With Meteorite Phase Design,Yes,16 GB,LPDDR5X,Yes,512 GB,No,Intel,Core i5,13500H,Max Turbo Frequency up to 4.7 GHz,Intel Integrated 96EU Iris Xe,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.2,1.80 Kg,Yes,1 Year Onsite Warranty
HP,"₹51,000",Gaming Laptop,Black,No,8 GB,DDR4,No,No,1 TB,AMD,Ryzen 5 Quad Core,3550H,2.1 GHz with Turbo Boost Upto 3.7 GHz,NVIDIA GeForce GTX 1650,GDDR5,4 GB,Windows 10 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.0,2.04 kg,Yes,1 Year Onsite Warranty
Ultimus,"₹29,990",Thin and Light Laptop,Matt Black,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1035G4,Max Turbo Frequency up to 3.7 GHz,Intel Integrated Iris Plus,GDDR4,2 GB,Windows 11 Home,No,35.81 cm (14.1 Inch),1920 x 1080 Pixel,60,v5.0,1.3 Kg,No,1 Year On-Site Warranty
Infinix,"₹35,990",Thin and Light Laptop,Aurora Green,No,8 GB,LPDDR4X,Yes,256 GB,No,Intel,Core i3,1005G1,"Base 1.2 GHz, Upto 3.4GHz",Intel Integrated UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1080 Pixels,60 Hz,v5.1,1.24 kg,,1 Year Onsite Warranty
HP,"₹77,490",2 in 1 Laptop,Pale Rose Gold,Yes,16 GB,DDR4,Yes,1 TB,No,Intel,Core i5,1335U,3.40GHz Upto 4.60GHz,Intel Integrated Integrated,GDDR4,2 GB,Windows 11 Home,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.3,1.41 Kg,Yes,1 Year Onsite Warranty
Lenovo,"₹76,990",Gaming Laptop,Storm Grey,Yes,16 GB,DDR5,Yes,512 GB,No,Intel,Core i5,12450H,"Base Frequency 2.0 GHz, Max Turbo Boost at 4.4 GHz",NVIDIA GeForce RTX 3050,GDDR6,6 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,60,v5.1,2.4 kg,Yes,1 Year Onsite Warranty
ASUS,"₹65,500",2 in 1 Laptop,Transparent Silver,Yes,8 GB,LPDDR4X,Yes,512 GB,No,Intel,Core i5,1135G7,4.20 GHz Max Turbo Frequency,Intel Integrated Iris Xe Max,GDDR4,4 GB,Windows 10 Home,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,60,v5.0,1.50 kg,Yes,1 Year Onsite Warranty
DELL,"₹52,399",Thin and Light Laptop,Carbon Black,Yes,8 GB,DDR4,Yes,256 GB,1 TB,Intel,Core i5,1135G7,2.4 GHz Upto Max Turbo Frequency at 4.2 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60,v5.0,1.8 kg,No,1 Year Onsite Warranty
ASUS,"₹94,990",Gaming Laptop,Jaeger Grey,No,16 GB,DDR5,Yes,512 GB,No,Intel,Core i5,12500H,4.5,NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,43.94 cm (17.3 Inch),1920 x 1080 Pixels,144 Hz,v5.2,2.60 Kg,Yes,1 Year Onsite Warranty
DELL,"₹89,990",Business Laptop,Black,No,16 GB,DDR4,Yes,512 GB,No,Intel,Core i7,,,Intel Integrated Intel,GDDR4,2 GB,Windows 11 Pro,No,35.56 cm (14 inch),1920x1080 Pixels pixel,60,4.2,1.5 kg,Yes,3-Year ADP Warranty
DELL,"₹36,890",Thin and Light Laptop,Platinum Silver,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1215U,Upto 4.40 GHz,Intel Integrated Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,60,Yes,1.63 kg,No,1 Year Onsite Hardware Service
HP,"₹30,990",Chromebook,Mica Silver,No,8 GB,LPDDR4X,Yes,256 GB,No,MediaTek,MediaTek Kompanio 1200,1200,Upto 2.6 GHz(2j),MediaTek Integrated Integrated,GDDR4,2 GB,Chrome,No,33.78 cm (13.3 Inch),1920 x 1080 Pixel,60,v5.0,1.49 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹29,431",Chromebook,Dark Grey,No,4 GB,LPDDR4,No,No,No,Intel,Celeron Dual Core,N4020,1.1 GHz upto max turbo frequency at 2.8 Ghz,Intel Integrated UHD,GDDR4,2 GB,Chrome,Yes,29.46 cm (11.6 inch),1366 x 768 Pixel,60,v 5.1,1.20 Kg,No,1 Year Onsite Warranty
CHUWI,"₹16,990",Laptop,Grey,No,8 GB,DDR4,Yes,256 GB,No,Intel,Celeron Dual Core,N4020,2.6GHz,Intel Integrated Intel UHD Graphics,DDR4,2 GB,Windows 11 Home,No,35.81 cm (14.1 inch),1920 x 1080 pixel,60,4.2,1.39 kg,No,1 Year Onsite Warranty
MSI,"₹44,390",Thin and Light Laptop,Carbon Grey,No,8 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 5 Hexa Core,4500U,4 GHz Max Turbo Frequency,AMD Radeon,GDDR4,2 GB,Windows 10 Home,No,35.56 cm (14 inch),1920 x 1080 Pixels,60 Hz,v5.0,1.3 Kg,Yes,1 Year On-Site Warranty
HP,"₹85,490",Gaming Laptop,Performance Blue,Yes,16 GB,DDR5,Yes,512 GB,No,AMD,Ryzen 7 Octa Core,7840HS,"Base Frequency 3.8 GHz, Max Turbo Boost at 5.1 GHz",NVIDIA GeForce RTX 3050,GDDR6,6 GB,Windows 11 Home,No,40.89 cm (16.1 Inch),1920 x 1080 Pixels,60,v5.3,2.29 kg,Yes,1 Year Onsite Warranty
CHUWI,"₹18,990",Laptop,Grey,No,8 GB,DDR4,Yes,256 GB,No,Intel,Celeron Dual Core,N4020,1.10 GHz Upto 2.80 GHz,Intel Integrated UHD,DDR5,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.2,1.74 kg,No,1 Year Onsite Warranty
AXL,"₹16,970",Thin and Light Laptop,Space Grey,No,4 GB,DDR4,Yes,256 GB,No,Intel,Celeron Dual Core,,,Intel Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920*1080 pixel,60,yes,,No,1 Year
Lenovo,"₹56,200",Gaming Laptop,Shadow Black,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,11300H,Max Frequency Up to 4.4 GHz,NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 10 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,120 Hz,v5.0,2.25 kg,Yes,1 Year Warranty + 1 Year Premium Care + 1 Year ADP
HP,"₹27,900",Thin and Light Laptop,Natural Silver,No,8 GB,DDR4,Yes,512 GB,No,Intel,Celeron Dual Core,Intel Celeron N4500,2.8GHz,Intel Integrated Intel® UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1366 x 768 pixel,60,Bluetooth 5 combo MU-MIMO,1.69 kg,No,1 year Domestic warranty
HP,"₹65,999",Gaming Laptop,Mica Silver,Yes,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 7 Octa Core,5800H,3.2 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.2,2.37 Kg,Yes,1 Year Onsite Warranty
MSI,"₹89,990",Gaming Laptop,Black,No,16 GB,DDR4,Yes,512 GB,No,Intel,Core i7,12650H,Max Turbo Frequency up to 4.70 GHz,NVIDIA GeForce RTX 4060,GDDR6,8 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.2,1.86 Kg,No,2 Year Carry-in Warranty
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,No,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
CHUWI,"₹24,990",Laptop,Grey,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1005G1,1.2GHz,Intel Integrated Intel UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1200 pixel,60,5.2,1.40 kg,Yes,1 Year Onsite Warranty
MSI,"₹83,990",Gaming Laptop,Black,No,16 GB,DDR5,Yes,1 TB,No,Intel,Core i5,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 3050,GDDR6,6 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.2,2.25 Kg,Yes,2 Year On-Site & Carry-In Warranty
HP,"₹58,490",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,V5.2,1.41 Kg,Yes,1 Year Onsite Warranty
HP,"₹64,699",Thin and Light Laptop,Natural Silver,Yes,16 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1240P,Upto 4.4 GHz with Intel Turbo Boost Technology,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,60,v5.2,1.75 kg,No,1 Year Onsite Warranty
Lenovo,"₹20,990",Thin and Light Laptop,Grey,No,4 GB,DDR4,Yes,256 GB,No,AMD,Athlon Dual Core,3050U,2.3 GHz with Turbo Boost Upto 3.2 GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 10 Home,No,35.56 cm (14 Inch),1366 x 768 Pixels,60,V5.0,1.59 Kg,No,1 Year Onsite Warranty
DELL,"₹36,791",Business Laptop,Titan Grey,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,35.0 cm (13.78 inch),1920 x 1080 Pixel,60,v5.0,1.49 Kg,No,1 Year Onsite Warranty
WINGS,"₹26,990",Thin and Light Laptop,Red,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1155G7,2.5 GHz upto max turbo frequency at 4.5 Ghz,Intel Integrated UHD,DDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1020 Pixel,60,Yes,1.60 Kg,No,1 Year Onsite Warranty
Infinix,"₹54,990",Thin and Light Laptop,Aurora Green,No,16 GB,LPDDR4X,Yes,512 GB,No,Intel,Core i7,1065G7,1.3 GHz with Max Turbo Boost Frequency Up to 3.9 GHz,Intel Integrated UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.1,1.24 kg,,1 Year Onsite Warranty
DELL,"₹44,990",Thin and Light Laptop,Black,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,,,Intel Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920x1080 pixel,60,v5.0,1.85 kg,No,1 Year Manufacturer Warranty
ASUS,"₹29,431",Chromebook,Dark Grey,No,4 GB,LPDDR4,No,No,No,Intel,Celeron Dual Core,N4020,1.1 GHz upto max turbo frequency at 2.8 Ghz,Intel Integrated UHD,GDDR4,2 GB,Chrome,Yes,29.46 cm (11.6 inch),1366 x 768 Pixel,60,v 5.1,1.20 Kg,No,1 Year Onsite Warranty
AXL,"₹16,970",Thin and Light Laptop,Space Grey,No,4 GB,DDR4,Yes,256 GB,No,Intel,Celeron Dual Core,,,Intel Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920*1080 pixel,60,yes,,No,1 Year
Apple,"₹3,19,900",Thin and Light Laptop,Space Black,No,36 GB,Unified Memory,Yes,1 TB,No,Apple,M3 Max,,,NA,GDDR4,2 GB,macOS Sonoma,No,35.56 cm (14 Inch),3024 x 1964 Pixels,60,v5.3,1.62 Kg,Yes,1 Year Limited Warranty
HP,"₹49,490",Laptop,Silver,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1235U,,Intel Integrated Intel Iris Xe Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60,Yes,,No,1 Year warranty
CHUWI,"₹24,990",Laptop,Grey,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1005G1,1.2GHz,Intel Integrated Intel UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1200 pixel,60,5.2,1.40 kg,Yes,1 Year Onsite Warranty
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,No,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
ASUS,"₹49,990",Gaming Laptop,Quiet Blue,No,8 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 5 Hexa Core,5600HS,3.3GHz Upto max turbo frequency at 4.2 GHz,NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,1.80 Kg,Yes,1 Year Onsite Warranty
HP,"₹85,490",Gaming Laptop,Black,Yes,16 GB,DDR4,Yes,1 TB,No,Intel,Core i7,,,NVIDIA GeForce RTX NVIDIA® GeForce RTX™ 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60,YES,,No,1-year warranty
WINGS,"₹59,990",Thin and Light Laptop,Grey,No,16 GB,DDR4,Yes,512 GB,No,Intel,Core i7,1165G7,2.8 GHz with Turbo Boost Upto 4.7 GHz,Intel Integrated Iris Plus,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1020 Pixel,60,Yes,1.48 Kg,No,1 Year Onsite Warranty
