brand,type,msoffice,RAM,SSDCap,HDDCap,GPU,OS,Touchscreen,refreshrate,Weight,BacklitKB,warranty,price,PPI,Processor
Lenovo,Laptop,1,16,1024,0,Intel Integrated Graphics,Windows 11 Home,0,60,1.46,0,1,76990.0,161.72539083525606,Intel Core Ultra 5
MSI,Gaming Laptop,0,8,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,144,2.25,1,2,82990.0,141.21199808219862,Intel Core i7
DELL,Thin and Light Laptop,1,16,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.8,1,1,51699.0,141.21199808219862,Intel Core i5
ASUS,Thin and Light Laptop,1,16,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.63,0,1,44990.0,141.21199808219862,AMD Ryzen 5 Quad Core
HP,Business Laptop,0,8,512,0,NIL,Windows 11 Home,0,60,1.47,0,1,33490.0,100.45466986113651,Intel Core i3
Lenovo,Gaming Laptop,0,8,512,0,NVIDIA GeForce RTX 2050,Windows 11 Home,0,60,2.25,1,1,47990.0,55.60088768506559,AMD Ryzen 5 Quad Core
WINGS,Thin and Light Laptop,0,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.6,0,1,26990.0,139.3666994768726,Intel Core i5
HP,Gaming Laptop,0,16,512,0,AMD Radeon RX 6500M,Windows 11 Home,0,60,2.37,1,1,64490.0,141.21199808219862,AMD Ryzen 5 Hexa Core
ZEBRONICS,Thin and Light Laptop,0,16,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.76,0,1,40990.0,141.21199808219862,Intel Core i7
Acer,Thin and Light Laptop,1,16,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.25,1,1,54271.0,157.3505121487356,AMD Ryzen 5 Hexa Core
ASUS,Laptop,1,16,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.88,1,1,49990.0,141.50971698084905,AMD Ryzen 5 Hexa Core
ASUS,Gaming Laptop,1,16,512,0,NVIDIA GeForce RTX 2050,Windows 11 Home,0,60,1.8,1,1,66990.0,141.21199808219862,AMD Ryzen 7 Octa Core
HP,Thin and Light Laptop,1,8,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.69,0,1,48990.0,141.21199808219862,Intel Core i5
DELL,Thin and Light Laptop,1,8,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.69,0,1,39490.0,141.21199808219862,AMD Ryzen 5 Hexa Core
Acer,Gaming Laptop,0,16,512,0,NVIDIA GeForce RTX 4050,Windows 11 Home,0,60,2.6,1,1,91990.0,141.50971698084905,Intel Core i5
ASUS,Gaming Laptop,1,16,1024,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,144,2.3,1,1,78690.0,141.21199808219862,Intel Core i7
HP,Thin and Light Laptop,1,8,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.75,1,1,52990.0,141.21199808219862,AMD Ryzen 5 Hexa Core
ASUS,Gaming Laptop,1,8,512,0,NVIDIA GeForce GTX 1650,Windows 11 Home,0,144,2.3,1,1,65499.0,141.21199808219862,Intel Core i5
HP,2 in 1 Laptop,1,8,512,0,Intel Integrated UHD,Windows 10 Home,1,60,1.61,1,1,54500.0,157.3505121487356,Intel Core i3
HP,2 in 1 Laptop,1,16,512,0,Intel Integrated Graphics,Windows 11 Home,1,60,1.5,0,1,90500.0,157.3505121487356,Intel Core i7
HP,Laptop,0,8,512,0,Intel Integrated Graphics,Windows 10 Pro,0,60,1.88,0,1,32200.0,100.45466986113651,Intel Core i3
MSI,Gaming Laptop,0,16,1024,0,NVIDIA GeForce RTX 4050,Windows 11 Home,0,144,1.86,0,2,84990.0,141.21199808219862,Intel Core i7
ASUS,Gaming Laptop,0,8,512,0,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home,0,120,2.6,1,1,68071.0,127.33567457123111,Intel Core i5
MSI,Gaming Laptop,0,16,512,0,NVIDIA GeForce RTX 4060,Windows 11 Home,0,144,1.86,0,2,89990.0,141.21199808219862,Intel Core i7
HP,2 in 1 Laptop,0,8,512,0,Intel Integrated Iris Plus Graphics,Windows 10 Pro,1,60,1.27,1,1,74419.0,165.6321180513006,Intel Core i5
Lenovo,Thin and Light Laptop,1,16,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.46,1,1,59190.0,161.72539083525606,AMD Ryzen 5 Hexa Core
Infinix,Thin and Light Laptop,0,4,128,0,Intel Integrated UHD,Windows 11 Home,0,60,1.24,0,1,27990.0,157.3505121487356,Intel Celeron Quad Core
HP,Business Laptop,0,8,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.98,0,1,25699.0,111.93520355955211,AMD Ryzen 3 Dual Core
ASUS,Laptop,1,8,512,0,Intel Integrated Graphics,Windows 11 Home,0,60,1.88,0,1,33600.0,141.21199808219862,Intel Core i3
ASUS,Gaming Laptop,0,16,512,0,NVIDIA GeForce RTX 3060,Windows 11 Home,0,60,2.37,0,1,86399.0,132.705251209777,AMD Ryzen 9 Octa Core
ASUS,Thin and Light Laptop,1,8,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.38,0,1,39990.0,157.3505121487356,AMD Ryzen 5 Quad Core
Lenovo,Thin and Light Laptop,1,8,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.65,0,1,44890.0,141.21199808219862,Intel Core i5
realme,Thin and Light Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.37,0,1,56999.0,185.42835130957658,Intel Core i5
realme,Thin and Light Laptop,0,8,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.47,0,1,47999.0,185.42835130957658,Intel Core i5
Acer,Gaming Laptop,0,16,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,2.5,1,1,69990.0,141.21199808219862,AMD Ryzen 7 Octa Core
HP,Thin and Light Laptop,1,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.49,1,1,38490.0,157.3505121487356,Intel Core i3
Acer,Notebook,0,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.7,0,1,28990.0,141.21199808219862,Intel Core i3
DELL,Business Laptop,0,8,256,0,Intel Integrated Graphics,Ubuntu,0,60,1.47,0,1,29890.0,111.93520355955211,Intel Core i3
HP,Thin and Light Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.41,1,1,54800.0,157.3505121487356,Intel Core i5
HP,Notebook,0,16,1024,0,Intel Integrated UHD,Windows 10 Home,1,60,1.7,0,3,130500.0,141.21199808219862,Intel Core i7
ASUS,Thin and Light Laptop,1,16,512,0,Intel Integrated Graphics,Windows 11 Home,0,90,1.39,1,1,97990.0,242.5880862528841,Intel Core i7
ASUS,Gaming Laptop,0,16,512,0,NVIDIA GeForce RTX 4050,Windows 11 Home,0,144,2.2,1,1,89990.0,141.21199808219862,AMD Ryzen 7 Octa Core
ASUS,Gaming Laptop,0,8,1024,0,NVIDIA GeForce GTX 1650,Windows 11 Home,0,60,2.37,0,1,56990.0,141.21199808219862,Intel Core i5
Infinix,Thin and Light Laptop,0,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.8,0,1,26490.0,141.21199808219862,Intel Core i3
HP,Thin and Light Laptop,1,8,512,0,Intel Integrated Iris X graphics,Windows 10 Home,0,60,1.69,0,1,47250.0,141.21199808219862,Intel Core i5
Infinix,Thin and Light Laptop,0,8,256,0,Intel Integrated UHD,Windows 11 Home,0,60,1.24,0,1,35990.0,157.3505121487356,Intel Core i3
SAMSUNG,Thin and Light Laptop,1,16,1024,0,Intel Integrated Iris X graphics,Windows 11 Home,1,60,1.46,1,1,134990.0,141.21199808219862,Intel Core i7
Infinix,Thin and Light Laptop,0,16,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.8,0,1,34990.0,141.21199808219862,Intel Core i5
HP,Gaming Laptop,1,16,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,2.37,1,1,78500.0,141.21199808219862,Intel Core i7
HP,Gaming Laptop,0,8,0,1024,NVIDIA GeForce GTX 1650,Windows 10 Home,0,60,2.04,1,1,51000.0,141.21199808219862,AMD Ryzen 5 Quad Core
SAMSUNG,Thin and Light Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.58,1,1,89990.0,141.21199808219862,Intel Core i7
ASUS,Gaming Laptop,1,16,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,90,1.4,1,1,91990.0,242.5880862528841,Intel Core i5
DELL,Business Laptop,1,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.49,0,1,36791.0,159.86263933833806,Intel Core i3
HP,Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,1,60,2.14,1,1,88490.0,141.21199808219862,Intel Core i5
Lenovo,Thin and Light Laptop,0,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.7,1,1,48990.0,141.21199808219862,Intel Core i5
DELL,Thin and Light Laptop,1,8,256,1024,Intel Integrated UHD,Windows 11 Home,0,60,1.8,0,1,52399.0,141.21199808219862,Intel Core i5
ASUS,2 in 1 Laptop,1,8,512,0,Intel Integrated Iris X graphics,Windows 10 Home,1,60,1.5,1,1,65500.0,157.3505121487356,Intel Core i5
MSI,Thin and Light Laptop,0,8,512,0,AMD Radeon Vega Graphics,Windows 10 Home,0,60,1.3,1,1,44390.0,157.3505121487356,AMD Ryzen 5 Hexa Core
Lenovo,Laptop,0,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.7,0,1,32500.0,141.21199808219862,Intel Core i3
HP,Gaming Laptop,1,16,1024,0,NVIDIA GeForce RTX 3070,Windows 11 Home,0,60,2.32,1,1,112990.0,182.43537640433112,Intel Core i7
Lenovo,Gaming Laptop,0,8,512,0,NVIDIA GeForce RTX 3050,Windows 10 Home,0,120,2.25,1,1,56200.0,141.21199808219862,Intel Core i5
MSI,Gaming Laptop,0,16,1024,0,NVIDIA GeForce RTX 4070,Windows 11 Home,0,240,2.6,0,2,134990.0,169.78089942830815,Intel Core i7
HP,Laptop,0,8,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.88,0,1,49490.0,141.21199808219862,Intel Core i5
Infinix,Thin and Light Laptop,0,16,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.24,0,1,54990.0,157.3505121487356,Intel Core i7
ASUS,Gaming Laptop,1,16,1024,0,NVIDIA GeForce RTX 3060,Windows 11 Home,0,165,1.9,1,1,99990.0,188.28266410959816,AMD Ryzen 7 Octa Core
CHUWI,Laptop,0,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.4,1,1,24990.0,161.72539083525606,Intel Core i3
HP,Thin and Light Laptop,1,8,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.41,1,1,58490.0,157.3505121487356,Intel Core i3
Lenovo,Thin and Light Laptop,0,4,256,0,AMD Radeon Vega Graphics,Windows 10 Home,0,60,1.59,0,1,20990.0,111.93520355955211,AMD Athlon Dual Core
ASUS,Laptop,1,8,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.7,0,1,53490.0,141.21199808219862,Intel Core i5
Acer,Thin and Light Laptop,1,8,256,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.78,0,1,31000.0,141.21199808219862,AMD Ryzen 3 Quad Core
DELL,Thin and Light Laptop,1,8,256,0,AMD Radeon 530,Windows 10 Home,0,60,1.3,0,1,87990.0,165.6321180513006,Intel Core i7
DELL,Thin and Light Laptop,1,8,512,0,Intel Integrated Graphics,Windows 11 Home,0,60,1.85,0,1,44990.0,141.21199808219862,Intel Core i5
ASUS,Thin and Light Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.7,1,1,55990.0,141.21199808219862,Intel Core i5
ASUS,Gaming Laptop,1,16,1024,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,1.8,1,1,82990.0,141.50971698084905,Intel Core i7
ZEBRONICS,Thin and Light Laptop,0,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.65,0,1,28490.0,141.21199808219862,Intel Core i5
ASUS,Laptop,1,16,512,0,NIL,Windows 11 Home,0,60,1.88,0,1,43990.0,157.3505121487356,AMD Ryzen 5 Quad Core
ASUS,Gaming Laptop,0,8,512,0,NVIDIA GeForce RTX 2050,Windows 11 Home,0,144,2.6,1,1,56250.0,127.33567457123111,Intel Core i5
ASUS,Gaming Laptop,1,16,1024,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,2.5,1,1,94990.0,141.50971698084905,Intel Core i5
Apple,Thin and Light Laptop,0,36,1024,0,NIL,macOS Sonoma,0,60,1.62,1,1,319900.0,257.55791898649335,Apple M3 Max
Infinix,Thin and Light Laptop,0,8,256,0,Intel Integrated UHD,Windows 11 Home,0,60,1.76,0,1,29990.0,141.21199808219862,Intel Core i3
Lenovo,Gaming Laptop,0,8,512,0,NVIDIA GeForce RTX 2050,Windows 11 Home,0,60,2.25,1,1,49990.0,141.21199808219862,AMD Ryzen 5 Quad Core
MICROSOFT,Thin and Light Laptop,0,8,256,0,Intel Integrated Iris X graphics,Windows 11 Home,1,60,1.56,1,1,134990.0,199.98791074573595,Intel Core i7
HP,2 in 1 Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,1,60,1.41,1,1,75490.0,157.3505121487356,Intel Core i5
HP,Gaming Laptop,1,32,2048,0,NVIDIA GeForce RTX 3080,Windows 11 Home,0,60,2.76,1,1,192990.0,169.78089942830815,Intel Core i9
Acer,Gaming Laptop,0,16,1024,0,NVIDIA GeForce RTX 4060,Windows 11 Home,0,60,2.6,0,1,159990.0,141.50971698084905,Intel Core i9
WINGS,Thin and Light Laptop,0,16,512,0,Intel Integrated Iris Plus Graphics,Windows 11 Home,0,60,1.48,0,1,59990.0,155.29432227422947,Intel Core i7
MSI,Thin and Light Laptop,0,32,1024,0,NVIDIA GeForce RTX 4050,Windows 11 Home,0,60,1.6,0,2,159990.0,188.67962264113208,Intel Core Ultra 7
Acer,Gaming Laptop,0,8,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,2.5,1,1,69999.0,141.21199808219862,Intel Core i5
Infinix,Thin and Light Laptop,1,32,1024,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.8,1,1,54990.0,141.21199808219862,Intel Core i9
ASUS,Thin and Light Laptop,1,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.38,0,1,34990.0,157.3505121487356,Intel Core i3
Lenovo,Chromebook,0,4,0,0,Intel Integrated UHD,Chrome,0,60,1.12,0,1,17480.0,135.0942111925629,Intel Celeron Dual Core
DELL,Thin and Light Laptop,1,8,512,0,Intel Integrated Graphics,Windows 11 Home,0,60,1.63,0,1,36890.0,141.21199808219862,Intel Core i3
HP,Laptop,1,8,256,0,Intel Integrated Graphics,Windows 11 Pro,0,60,1.75,0,1,26990.0,95.68741571028185,Intel Celeron Dual Core
HP,Gaming Laptop,1,16,512,0,NVIDIA GeForce RTX 4050,Windows 11 Home,0,60,2.37,0,1,97990.0,141.21199808219862,Intel Core i7
Vaio,Thin and Light Laptop,1,8,512,0,AMD Radeon RX Vega 10,Windows 10 Home,0,60,1.77,1,2,35097.0,141.21199808219862,AMD Ryzen 7 Quad Core
DELL,Laptop,1,8,512,0,Intel Integrated Graphics,Windows 11 Home,0,60,1.65,0,1,34990.0,141.21199808219862,Intel Core i3
ZEBRONICS,Thin and Light Laptop,0,16,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.76,0,1,40990.0,141.21199808219862,Intel Core i7
HP,Gaming Laptop,1,16,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,2.37,1,1,70900.0,141.21199808219862,Intel Core i5
Apple,Thin and Light Laptop,0,8,256,0,NIL,macOS Ventura,0,60,1.51,1,1,110990.0,224.22107567544035,Apple M2
ASUS,Gaming Laptop,1,16,1024,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,2.37,0,1,84910.0,141.21199808219862,AMD Ryzen 7 Quad Core
Infinix,Business Laptop,1,32,1024,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.8,1,1,81978.0,141.21199808219862,Intel Core i9
Acer,Thin and Light Laptop,0,16,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.59,0,1,35990.0,141.21199808219862,AMD Ryzen 5 Hexa Core
ASUS,Thin and Light Laptop,1,8,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.7,0,1,47990.0,141.21199808219862,Intel Core i5
Lenovo,Thin and Light Laptop,1,8,512,0,AMD Radeon 610M,Windows 11 Home,0,60,1.62,0,1,34990.0,141.21199808219862,AMD Ryzen 3 Quad Core
Lenovo,Thin and Light Laptop,1,16,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.62,0,1,54990.0,141.21199808219862,Intel Core i5
Lenovo,Thin and Light Laptop,1,16,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.62,0,1,60990.0,141.21199808219862,Intel Core i5
Acer,Gaming Laptop,0,16,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,2.1,1,1,60890.0,141.21199808219862,Intel Core i5
Lenovo,Thin and Light Laptop,0,8,512,0,AMD Radeon Vega Graphics,DOS,0,60,1.7,0,1,34990.0,141.21199808219862,AMD Ryzen 5 Hexa Core
Lenovo,Gaming Laptop,0,8,512,0,NVIDIA GeForce GTX 1650,Windows 10 Home,0,120,2.25,1,1,53000.0,141.21199808219862,Intel Core i5
Acer,Gaming Laptop,0,8,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,2.5,1,1,65990.0,141.21199808219862,Intel Core i5
Lenovo,Gaming Laptop,1,16,512,0,NVIDIA GeForce RTX 4050,Windows 11 Pro,0,60,2.4,0,1,102990.0,141.21199808219862,Intel Core i7
SAMSUNG,Thin and Light Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.58,1,1,79990.0,141.21199808219862,Intel Core i5
Acer,Laptop,0,8,0,1024,NVIDIA GeForce MX150,Windows 10 Home,0,60,2.1,0,1,52891.0,141.21199808219862,Intel Core i5
HP,Notebook,0,8,512,0,Intel Integrated UHD,DOS,0,60,1.7,0,1,31967.0,100.45466986113651,Intel Core i3
Infinix,Thin and Light Laptop,0,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.24,0,1,36990.0,157.3505121487356,Intel Core i5
Lenovo,Thin and Light Laptop,1,8,512,0,Intel Integrated Graphics,Windows 11 Home,0,60,1.39,1,1,47500.0,141.21199808219862,Intel Core i5
Acer,Thin and Light Laptop,0,8,256,0,Intel Integrated UHD,Windows 11 Home,0,60,1.7,0,1,31899.0,141.21199808219862,Intel Core i3
Acer,Thin and Light Laptop,0,16,512,0,Intel Integrated Graphics,Windows 11 Home,0,60,1.78,0,1,44990.0,141.21199808219862,Intel Core i5
HP,Thin and Light Laptop,1,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.69,0,1,37490.0,141.21199808219862,Intel Core i3
HP,Business Laptop,0,8,256,1024,Intel Integrated Graphics,DOS,0,60,1.74,0,1,33749.0,100.45466986113651,Intel Core i3
HP,Thin and Light Laptop,1,8,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.75,1,1,60950.0,141.21199808219862,Intel Core i5
MSI,Gaming Laptop,0,8,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,144,2.25,1,2,72990.0,141.21199808219862,Intel Core i5
ZEBRONICS,Thin and Light Laptop,0,16,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.76,0,1,40990.0,141.21199808219862,Intel Core i7
Lenovo,Thin and Light Laptop,1,8,512,0,Intel Integrated Iris X graphics,Windows 10 Home,0,60,2.015,0,1,58500.0,232.22107401985488,Intel Core i5
ASUS,Gaming Laptop,1,16,512,0,NVIDIA GeForce RTX 3060,Windows 11 Home,0,144,2.0,1,1,86500.0,141.21199808219862,Intel Core i5
ASUS,Handheld Gaming PC,0,16,512,0,AMD Radeon Vega Graphics,Windows 11 Home,1,60,0.608,0,1,49990.0,314.7010242974712,AMD Ryzen Z1 HexaCore
MSI,Thin and Light Laptop,0,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.6,0,1,58990.0,161.72539083525606,Intel Core i5
DELL,Thin and Light Laptop,1,16,1024,0,Intel Integrated Iris X graphics,Windows 11 Home,0,120,1.6,1,1,81990.0,156.23455106966654,Intel Core i7
HP,2 in 1 Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,1,60,1.5,0,1,91000.0,157.3505121487356,Intel Core i7
ASUS,2 in 1 Laptop,1,16,1024,0,AMD Radeon Vega Graphics,Windows 11 Home,1,60,1.4,1,1,89990.0,242.5880862528841,AMD Ryzen 7 Octa Core
MSI,Thin and Light Laptop,0,8,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.4,1,1,41990.0,157.3505121487356,Intel Core i5
Apple,Laptop,0,18,512,0,NIL,macOS Sonoma,0,60,2.14,1,1,249900.0,257.1986404027051,Apple M3 Pro
ASUS,Gaming Laptop,1,8,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,144,2.6,1,1,69990.0,127.33567457123111,Intel Core i5
ASUS,Laptop,1,8,256,0,Intel Integrated UHD,Windows 10 Home,0,60,1.8,0,1,32499.0,141.21199808219862,Intel Core i3
HP,Thin and Light Laptop,1,8,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.69,0,1,36900.0,141.21199808219862,AMD Ryzen 3 Quad Core
ASUS,Thin and Light Laptop,1,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.38,0,1,34990.0,157.3505121487356,Intel Core i3
Acer,Gaming Laptop,0,8,512,0,NVIDIA GeForce GTX 1650,Windows 11 Home,0,60,2.1,1,1,54990.0,141.21199808219862,Intel Core i5
WINGS,Thin and Light Laptop,0,8,256,0,Intel Integrated UHD,Windows 11 Home,0,60,1.6,0,1,21990.0,139.3666994768726,Intel Core i3
ASUS,Thin and Light Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.8,0,1,45400.0,141.21199808219862,Intel Core i5
MSI,Gaming Laptop,0,16,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,144,1.86,1,2,62990.0,141.21199808219862,Intel Core i5
Lenovo,Gaming Laptop,1,16,512,0,NVIDIA GeForce RTX 4050,Windows 11 Home,0,60,2.4,1,1,83990.0,141.21199808219862,Intel Core i5
ASUS,Laptop,1,16,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,1.88,0,1,55990.0,141.50971698084905,AMD Ryzen 7 Octa Core
ASUS,Laptop,1,16,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,1.88,0,1,72000.0,141.21199808219862,AMD Ryzen 7 Dual Core
Acer,Gaming Laptop,0,16,512,0,NVIDIA GeForce GTX 1650,Windows 11 Home,0,60,2.1,0,1,55400.0,141.21199808219862,Intel Core i5
HP,Thin and Light Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,1,60,1.32,1,1,112900.0,255.35588026619376,Intel Core i7
Lenovo,Gaming Laptop,1,8,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,120,2.3,1,1,89590.0,141.21199808219862,Intel Core i5
Acer,Gaming Laptop,0,16,512,0,NVIDIA GeForce RTX 2050,Windows 11 Home,0,60,1.8,1,1,54499.0,141.21199808219862,Intel Core i5
Apple,Thin and Light Laptop,0,32,1024,0,NIL,macOS Ventura,0,60,1.63,1,1,288990.0,257.55791898649335,Apple M2 Max
ASUS,Thin and Light Laptop,1,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.38,0,1,34990.0,157.3505121487356,Intel Core i3
HP,Thin and Light Laptop,1,8,512,0,Intel Integrated Graphics,Windows 11 Home,0,60,1.6,1,1,54990.0,141.21199808219862,Intel Core i5
ASUS,Laptop,1,16,512,0,NVIDIA GeForce RTX 2050,Windows 11 Home,0,60,1.88,0,1,57990.0,141.21199808219862,AMD Ryzen 5
Lenovo,Gaming Laptop,1,16,1024,0,NVIDIA GeForce RTX 4060,Windows 11 Home,0,60,2.4,1,1,132190.0,188.67962264113208,AMD Ryzen 7 Octa Core
ASUS,Gaming Laptop,1,16,1024,0,NVIDIA GeForce RTX 4050,Windows 11 Home,1,120,1.75,1,1,159990.0,234.22297983037086,Intel Core i5
HP,Thin and Light Laptop,0,4,256,0,AMD Radeon Athlon 3000G,Windows 11 Home,0,60,1.6,0,1,21290.0,100.45466986113651,AMD Athlon Dual Core
Apple,Thin and Light Laptop,0,8,256,0,NIL,macOS Ventura,0,60,1.51,1,1,110990.0,224.22107567544035,Apple M2
ASUS,Gaming Laptop,1,16,512,0,NVIDIA GeForce RTX 2050,Windows 11 Home,0,90,1.4,1,1,70392.0,161.72539083525606,Intel Core i5
HP,Thin and Light Laptop,1,16,512,0,AMD Radeon Vega Graphics,Windows 11 Home,0,60,0.97,1,1,64391.0,170.23725351079585,AMD Ryzen 5 Hexa Core
ASUS,Thin and Light Laptop,1,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.8,0,1,34200.0,141.21199808219862,Intel Core i3
Acer,Thin and Light Laptop,0,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.59,0,1,40356.0,157.3505121487356,Intel Core i5
MSI,Gaming Laptop,0,16,1024,0,NVIDIA GeForce RTX 4060,Windows 11 Home,0,240,2.7,0,1,128990.0,169.78089942830815,Intel Core i7
Acer,Gaming Laptop,0,8,512,0,NVIDIA GeForce RTX 2050,Windows 11 Home,0,60,1.8,1,1,54299.0,141.21199808219862,Intel Core i5
DELL,Business Laptop,1,8,512,0,Intel Integrated UHD,Windows 11 Home,0,60,1.47,0,1,40990.0,141.21199808219862,Intel Core i3
HP,Laptop,0,8,512,0,NIL,DOS,0,60,1.88,0,1,23989.0,100.45466986113651,AMD Ryzen 3 Dual Core
Lenovo,Thin and Light Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,2.48,1,1,55500.0,141.21199808219862,Intel Core i5
HP,Thin and Light Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.74,1,1,67500.0,141.21199808219862,Intel Core i5
HP,Laptop,0,8,512,0,Intel Integrated UHD,DOS,0,60,1.88,0,1,33890.0,111.93520355955211,Intel Core i3
Apple,Thin and Light Laptop,0,16,1024,0,NIL,Mac OS Monterey,0,60,1.6,1,1,222990.0,253.93034266273992,Apple M1 Pro
Lenovo,2 in 1 Laptop,1,16,1024,0,Intel Integrated Iris X graphics,Windows 11 Home,1,60,1.49,1,1,114190.0,161.72539083525606,Intel Core i7
SAMSUNG,Thin and Light Laptop,1,16,1024,0,Intel Integrated Iris X graphics,Windows 11 Home,0,60,1.56,1,1,150990.0,212.2645754712736,Intel Core i7
DELL,Gaming Laptop,1,16,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,3.31,1,1,89649.0,141.21199808219862,Intel Core i5
Lenovo,2 in 1 Laptop,1,16,512,0,Intel Integrated Iris X graphics,Windows 11 Home,1,60,1.5,1,1,87990.0,161.72539083525606,Intel Core i7
ASUS,Gaming Laptop,1,8,512,0,NVIDIA GeForce RTX 3050,Windows 11 Home,0,60,1.8,1,1,72972.0,141.50971698084905,Intel Core i5
ASUS,Thin and Light Laptop,1,8,256,0,Intel Integrated UHD,Windows 11 Home,0,60,1.8,1,1,42990.0,141.21199808219862,Intel Core i3
Lenovo,Thin and Light Laptop,1,8,512,0,Intel Integrated Iris X graphics,Windows 10 Home,0,60,1.6,0,1,46990.0,157.3505121487356,Intel Core i5
